participantId,condition,ideology_all_zeros,idx_of_question,who_answers_first,bot_detection,ideology,bot_ideology,ideology_distance,answer,bot_answer,answer_distance,affection_competence,affection_warmth
07523332618D4AE4AE94908E956B8799,3,False,0,0,True,2.0,[1.0],1,1.5,[2.5],1.0,0,0
07523332618D4AE4AE94908E956B8799,3,False,1,0,True,2.0,[1.0],1,-3.0,[0.4],3.4,0,0
07523332618D4AE4AE94908E956B8799,3,False,5,2,True,2.0,[-2.0],4,-1.0,[0.3],1.3,0,0
07523332618D4AE4AE94908E956B8799,3,False,4,1,True,2.0,"[1.0, -2.0]","[1, 4]",-2.0,"[0.8914031747582696, 0.3562859878448137]",2.1666666666666665,1,1
0870B39E7CB348DBB74699311458D574,3,False,4,1,True,2.0,"[-1.0, -1.9]","[3, 3.9]",-2.0,"[2.0724758028812467, -1.0092700716432392]",2.1666666666666665,1,0
0870B39E7CB348DBB74699311458D574,3,False,3,0,True,2.0,[-1.0],3,2.0,[-0.1999999999999993],2.1999999999999993,1,0
0870B39E7CB348DBB74699311458D574,3,False,5,2,True,2.0,[-1.9],3.9,-1.9,[2.4],4.3,0,0
0870B39E7CB348DBB74699311458D574,3,False,2,1,True,2.0,"[-1.0, -1.9]","[3, 3.9]",3.0,"[-2.567600414644765, 1.1265334458578309]",3.0,1,0
0870B39E7CB348DBB74699311458D574,3,False,1,0,True,2.0,[-1.0],3,-3.0,[2.4],5.4,1,0
0870B39E7CB348DBB74699311458D574,3,False,0,2,True,2.0,[-1.9],3.9,-3.0,[-0.5],2.5,0,0
090C2C2C579C410ABB7E60595B30EA2B,3,False,5,1,True,1.0,"[2.0, -2.0]","[1, 3]",3.0,"[0.127693551294084, -1.0242803016752637]",3.0,0,1
090C2C2C579C410ABB7E60595B30EA2B,3,False,4,0,True,1.0,[2.0],1,-3.0,[1.9],4.9,0,-1
090C2C2C579C410ABB7E60595B30EA2B,3,False,0,1,True,1.0,"[2.0, -2.0]","[1, 3]",3.0,"[2.4298603249017656, 2.9436698755369903]",3.0,0,1
090C2C2C579C410ABB7E60595B30EA2B,3,False,3,0,True,1.0,[2.0],1,3.0,[-2.5999999999999996],5.6,0,-1
090C2C2C579C410ABB7E60595B30EA2B,3,False,2,2,True,1.0,[-2.0],3,-2.1333333333333333,[-4.440892098500626e-16],2.133333333333333,1,0
090C2C2C579C410ABB7E60595B30EA2B,3,False,1,2,True,1.0,[-2.0],3,3.0,[-2],5.0,1,0
0B82D3E1CCFC4BD6979FF97C94AD7AEE,3,True,5,1,False,0.0,"[0.0, 0.0]","[0, 0]",0.0,"[2.638883103157271, 1.53076486575414]",1.5,1,1
0B82D3E1CCFC4BD6979FF97C94AD7AEE,3,True,1,0,False,0.0,[0.0],0,-1.4,[-2.9],1.5,1,1
0B82D3E1CCFC4BD6979FF97C94AD7AEE,3,True,0,0,False,0.0,[0.0],0,0.7,[1.4],0.7,1,1
0B82D3E1CCFC4BD6979FF97C94AD7AEE,3,True,2,2,False,0.0,[0.0],0,0.5999999999999996,[0.39999999999999947],0.20000000000000018,1,1
0B82D3E1CCFC4BD6979FF97C94AD7AEE,3,True,3,2,False,0.0,[0.0],0,0.8000000000000007,[-0.5500000000000007],1.3500000000000014,1,1
0B82D3E1CCFC4BD6979FF97C94AD7AEE,3,True,4,1,False,0.0,"[0.0, 0.0]","[0, 0]",-0.7,"[0.9184193357099066, 2.5131917748167343]",1.5816666666666668,1,1
14936BCF874242D5927D7D46980EA717,3,False,2,1,False,1.0,"[0.7, 1.2]","[0.30000000000000004, 0.19999999999999996]",-0.4666666666666668,"[-1.6933055784235105, -1.2858898500082045]",1.5362962962962963,0,1
14936BCF874242D5927D7D46980EA717,3,False,1,2,False,1.0,[1.2],0.19999999999999996,1.0,[-3],4.0,0,1
14936BCF874242D5927D7D46980EA717,3,False,5,0,False,1.0,[0.7],0.30000000000000004,-0.3,[-2.9],2.6,0,0
14936BCF874242D5927D7D46980EA717,3,False,4,2,False,1.0,[1.2],0.19999999999999996,-0.9,[1.8],2.7,0,1
14936BCF874242D5927D7D46980EA717,3,False,0,0,False,1.0,[0.7],0.30000000000000004,0.1,[-0.5],0.6,0,0
14936BCF874242D5927D7D46980EA717,3,False,3,1,False,1.0,"[0.7, 1.2]","[0.30000000000000004, 0.19999999999999996]",0.5,"[-1.8042191631164055, 2.561105975777772]",1.5416666666666667,0,1
1542E6F75D704E3BA0D5726CF3CA1F43,3,False,0,1,False,-1.0,"[1.0, -2.0]","[2, 1]",3.0,"[-0.074317544922752, -1.0831318048906398]",3.0,1,1
1542E6F75D704E3BA0D5726CF3CA1F43,3,False,3,0,True,-1.0,[1.0],2,0.0,[-1.0500000000000007],1.0500000000000007,1,0
1542E6F75D704E3BA0D5726CF3CA1F43,3,False,2,0,True,-1.0,[1.0],2,-0.9333333333333336,[-1.7999999999999998],0.8666666666666663,1,0
1542E6F75D704E3BA0D5726CF3CA1F43,3,False,1,2,False,-1.0,[-2.0],1,-1.0,[1.4],2.4,1,1
1542E6F75D704E3BA0D5726CF3CA1F43,3,False,5,1,False,-1.0,"[1.0, -2.0]","[2, 1]",0.0,"[2.805091241542268, -1.7230465940614939]",1.5,1,1
1542E6F75D704E3BA0D5726CF3CA1F43,3,False,4,2,False,-1.0,[-2.0],1,0.0,[1.8],1.8,1,1
15FB8938DB8B4885A5A995ABADB04697,3,False,5,1,False,1.0,"[-1.0, 1.0]","[2, 0]",-1.0,"[-1.3258283769739052, -2.8961893540706707]",1.6666666666666667,1,1
15FB8938DB8B4885A5A995ABADB04697,3,False,2,1,False,1.0,"[-1.0, 1.0]","[2, 0]",0.20000000000000015,"[-0.7294760470882196, -2.450587322435089]",1.5066666666666668,1,1
15FB8938DB8B4885A5A995ABADB04697,3,False,3,0,False,1.0,[-1.0],2,-2.5999999999999996,[2.3000000000000007],4.9,1,0
15FB8938DB8B4885A5A995ABADB04697,3,False,0,0,False,1.0,[-1.0],2,1.0,[0.2],0.8,1,0
15FB8938DB8B4885A5A995ABADB04697,3,False,4,2,False,1.0,[1.0],0,1.0,[-0.6],1.6,1,0
15FB8938DB8B4885A5A995ABADB04697,3,False,1,2,False,1.0,[1.0],0,1.0,[-0.6],1.6,1,0
1612C8A4DD6048458F89D711FDF87FBB,3,False,2,1,False,-1.0,"[-0.1, -1.0]","[0.9, 0]",1.0,"[-2.527493177722862, 2.036669175887911]",1.6666666666666667,1,0
1612C8A4DD6048458F89D711FDF87FBB,3,False,4,0,False,-1.0,[-0.1],0.9,-1.0,[-2.3],1.2999999999999998,1,1
1612C8A4DD6048458F89D711FDF87FBB,3,False,1,0,False,-1.0,[-0.1],0.9,1.5,[2.3],0.7999999999999998,1,1
1612C8A4DD6048458F89D711FDF87FBB,3,False,3,2,False,-1.0,[-1.0],0,1.9499999999999993,[2.8499999999999996],0.9000000000000004,0,1
1612C8A4DD6048458F89D711FDF87FBB,3,False,5,1,False,-1.0,"[-0.1, -1.0]","[0.9, 0]",-1.3,"[-1.8317163528626121, -2.0750475770718095]",1.7816666666666665,1,0
1612C8A4DD6048458F89D711FDF87FBB,3,False,0,2,False,-1.0,[-1.0],0,2.0,[1.4],0.6000000000000001,0,1
188145C8A37249E8AE132A6E207C669A,3,False,0,1,False,2.0,"[2.0, 1.0]","[0, 1]",2.9,"[-0.08891811333043798, -1.757600998027842]",2.901666666666667,0,0
188145C8A37249E8AE132A6E207C669A,3,False,4,2,False,2.0,[1.0],1,3.0,[-0.3],3.3,0,0
188145C8A37249E8AE132A6E207C669A,3,False,1,0,False,2.0,[2.0],0,3.0,[-0.6],3.6,0,0
188145C8A37249E8AE132A6E207C669A,3,False,5,1,False,2.0,"[2.0, 1.0]","[0, 1]",2.4,"[1.3952794040048024, 2.651762938843122]",2.46,0,0
188145C8A37249E8AE132A6E207C669A,3,False,3,2,False,2.0,[1.0],1,0.0,[1.5500000000000007],1.5500000000000007,0,0
188145C8A37249E8AE132A6E207C669A,3,False,2,0,False,2.0,[2.0],0,1.0,[-1.9333333333333336],2.9333333333333336,0,0
18DC40E728E246CE89C2D112A051AC59,3,False,5,1,False,-0.4,"[0.0, 0.0]","[0.4, 0.4]",1.0,"[-1.600215196748412, -0.40116063139297786]",1.6666666666666667,1,0
18DC40E728E246CE89C2D112A051AC59,3,False,0,1,False,-0.4,"[0.0, 0.0]","[0.4, 0.4]",1.0,"[-2.3098692318209704, 0.3250293760719627]",1.6666666666666667,1,0
18DC40E728E246CE89C2D112A051AC59,3,False,2,0,True,-0.4,[0.0],0.4,-1.666666666666667,[-2.533333333333333],0.8666666666666663,0,0
18DC40E728E246CE89C2D112A051AC59,3,False,3,0,True,-0.4,[0.0],0.4,0.9499999999999992,[-2.3000000000000007],3.25,0,0
18DC40E728E246CE89C2D112A051AC59,3,False,4,2,False,-0.4,[0.0],0.4,2.0,[2.6],0.6000000000000001,1,1
18DC40E728E246CE89C2D112A051AC59,3,False,1,2,False,-0.4,[0.0],0.4,0.0,[0],0.0,1,1
1921A50AF88347C18FEF1D8452CF38A3,3,True,0,1,True,0.0,"[0.0, 0.0]","[0, 0]",-1.0,"[-0.21599577991092556, -1.8103923941781388]",1.6666666666666667,0,0
1921A50AF88347C18FEF1D8452CF38A3,3,True,4,0,True,0.0,[0.0],0,-1.0,[-1.9],0.8999999999999999,0,0
1921A50AF88347C18FEF1D8452CF38A3,3,True,1,2,True,0.0,[0.0],0,-1.0,[2.2],3.2,0,0
1921A50AF88347C18FEF1D8452CF38A3,3,True,2,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[0.9435397858137797, -0.21390254337023062]",1.6666666666666667,0,0
1921A50AF88347C18FEF1D8452CF38A3,3,True,3,2,True,0.0,[0.0],0,1.0500000000000007,[2.9000000000000004],1.8499999999999996,0,0
1921A50AF88347C18FEF1D8452CF38A3,3,True,5,0,True,0.0,[0.0],0,-2.0,[-2.2],0.20000000000000018,0,0
194B407920E54E169614F93C42925AB2,3,False,5,1,False,1.3,"[1.0, -1.0]","[0.30000000000000004, 2.3]",0.0,"[-1.323826144415446, 1.9968752024501786]",1.5,1,0
194B407920E54E169614F93C42925AB2,3,False,1,0,False,1.3,[1.0],0.30000000000000004,-0.3,[0.8],1.1,0,0
194B407920E54E169614F93C42925AB2,3,False,4,0,False,1.3,[1.0],0.30000000000000004,-2.0,[0.6],2.6,0,0
194B407920E54E169614F93C42925AB2,3,False,0,1,False,1.3,"[1.0, -1.0]","[0.30000000000000004, 2.3]",1.1,"[-0.3795027848210575, 1.6343571285069105]",1.7016666666666669,1,0
194B407920E54E169614F93C42925AB2,3,False,3,2,False,1.3,[-1.0],2.3,2.0,[1.5999999999999996],0.40000000000000036,0,0
194B407920E54E169614F93C42925AB2,3,False,2,2,False,1.3,[-1.0],2.3,-0.8666666666666671,[-2.066666666666667],1.1999999999999997,0,0
1A24AEAA97534FB2BC56EF43209C24E5,3,False,2,1,False,0.0,"[0.9, -0.4]","[0.9, 0.4]",1.466666666666666,"[-2.083437124176788, 1.604674168263605]",1.8585185185185182,0,1
1A24AEAA97534FB2BC56EF43209C24E5,3,False,3,2,False,0.0,[-0.4],0.4,-2.0999999999999996,[1.6999999999999993],3.799999999999999,0,1
1A24AEAA97534FB2BC56EF43209C24E5,3,False,5,2,False,0.0,[-0.4],0.4,2.0,[0.5],1.5,0,1
1A24AEAA97534FB2BC56EF43209C24E5,3,False,1,0,False,0.0,[0.9],0.9,1.0,[-0.3],1.3,1,1
1A24AEAA97534FB2BC56EF43209C24E5,3,False,4,1,False,0.0,"[0.9, -0.4]","[0.9, 0.4]",-0.3,"[-0.8934966420208834, 1.523902871423843]",1.515,0,1
1A24AEAA97534FB2BC56EF43209C24E5,3,False,0,0,False,0.0,[0.9],0.9,-2.3,[-1.8],0.4999999999999998,1,1
1A7A973EBA6B46E3BB0840196EFFCB85,3,False,2,1,False,2.0,"[1.0, -0.2]","[1, 2.2]",0.5333333333333328,"[2.528293468209042, -2.853222402829034]",1.5474074074074073,0,1
1A7A973EBA6B46E3BB0840196EFFCB85,3,False,3,1,False,2.0,"[1.0, -0.2]","[1, 2.2]",1.0,"[0.051193982284810424, -2.8801032978995367]",1.6666666666666667,0,1
1A7A973EBA6B46E3BB0840196EFFCB85,3,False,5,0,False,2.0,[1.0],1,-2.0,[-2],0.0,0,1
1A7A973EBA6B46E3BB0840196EFFCB85,3,False,4,0,False,2.0,[1.0],1,-2.5,[-2.7],0.20000000000000018,0,1
1A7A973EBA6B46E3BB0840196EFFCB85,3,False,1,2,False,2.0,[-0.2],2.2,0.0,[2.5],2.5,0,0
1A7A973EBA6B46E3BB0840196EFFCB85,3,False,0,2,False,2.0,[-0.2],2.2,1.5,[0.8],0.7,0,0
1BF9A4A9355F496097B6BF475F98003E,3,False,1,1,False,0.0,"[1.9, -1.0]","[1.9, 1]",-2.5,"[1.1538057873423746, 2.4515908518526928]",2.5416666666666665,1,-1
1BF9A4A9355F496097B6BF475F98003E,3,False,4,2,False,0.0,[-1.0],1,-2.8,[0.1],2.9,0,0
1BF9A4A9355F496097B6BF475F98003E,3,False,0,2,False,0.0,[-1.0],1,2.1,[-1.6],3.7,0,0
1BF9A4A9355F496097B6BF475F98003E,3,False,3,0,False,0.0,[1.9],1.9,1.3499999999999996,[0.4000000000000003],0.9499999999999993,0,0
1BF9A4A9355F496097B6BF475F98003E,3,False,5,1,False,0.0,"[1.9, -1.0]","[1.9, 1]",-2.3,"[1.720168677823116, 0.6950356111164853]",2.3816666666666664,1,-1
1BF9A4A9355F496097B6BF475F98003E,3,False,2,0,False,0.0,[1.9],1.9,1.0666666666666655,[0.20000000000000015],0.8666666666666654,0,0
1D7343B38ECA44758C4993C48B60B93B,3,True,2,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0666666666666655,"[-1.0374785574485033, 2.9002853995905795]",1.6896296296296291,0,0
1D7343B38ECA44758C4993C48B60B93B,3,True,3,0,False,0.0,[0.0],0,-0.5999999999999996,[0.5500000000000007],1.1500000000000004,0,0
1D7343B38ECA44758C4993C48B60B93B,3,True,5,0,False,0.0,[0.0],0,1.6,[-1.7],3.3,0,0
1D7343B38ECA44758C4993C48B60B93B,3,True,4,2,False,0.0,[0.0],0,-2.0,[0.6],2.6,0,0
1D7343B38ECA44758C4993C48B60B93B,3,True,1,2,False,0.0,[0.0],0,-2.0,[-1.1],0.8999999999999999,0,0
1D7343B38ECA44758C4993C48B60B93B,3,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",3.0,"[2.7802787104995286, 2.146545846834977]",3.0,0,0
1D861F84387C4C2DBAC26C49CDF58AB5,3,False,1,1,False,-1.6,"[1.3, -1.2]","[2.9000000000000004, 0.40000000000000013]",-1.0,"[-0.333481414849083, 1.7433709734488687]",1.6666666666666667,1,-1
1D861F84387C4C2DBAC26C49CDF58AB5,3,False,2,0,False,-1.6,[1.3],2.9000000000000004,-4.440892098500626e-16,[-1.3333333333333337],1.3333333333333333,0,1
1D861F84387C4C2DBAC26C49CDF58AB5,3,False,3,0,False,-1.6,[1.3],2.9000000000000004,0.0,[1.0500000000000007],1.0500000000000007,0,1
1D861F84387C4C2DBAC26C49CDF58AB5,3,False,5,2,False,-1.6,[-1.2],0.40000000000000013,-1.5,[2.1],3.6,0,-1
1D861F84387C4C2DBAC26C49CDF58AB5,3,False,0,1,False,-1.6,"[1.3, -1.2]","[2.9000000000000004, 0.40000000000000013]",1.6,"[-0.4240506281711687, -1.001677020837949]",1.9266666666666667,1,-1
1D861F84387C4C2DBAC26C49CDF58AB5,3,False,4,2,False,-1.6,[-1.2],0.40000000000000013,-2.0,[-1.1],0.8999999999999999,0,-1
1E27521968A6484F969DA4F897AC6917,3,True,1,1,False,0.0,"[0.0, 0.0]","[0, 0]",-1.0,"[-1.7633999333491168, -2.2867033535504255]",1.6666666666666667,1,1
1E27521968A6484F969DA4F897AC6917,3,True,3,1,False,0.0,"[0.0, 0.0]","[0, 0]",3.0,"[-2.695070187785534, -1.751803943920302]",3.0,1,1
1E27521968A6484F969DA4F897AC6917,3,True,0,0,True,0.0,[0.0],0,0.0,[1],1.0,1,1
1E27521968A6484F969DA4F897AC6917,3,True,4,0,True,0.0,[0.0],0,1.0,[0.5],0.5,1,1
1E27521968A6484F969DA4F897AC6917,3,True,5,2,False,0.0,[0.0],0,0.0,[0.3],0.3,1,1
1E27521968A6484F969DA4F897AC6917,3,True,2,2,False,0.0,[0.0],0,1.0,[2.666666666666666],1.666666666666666,1,1
1F74267F1EEF45EA9C1083FC5F9C086E,3,False,4,1,True,-1.1,"[1.8, -1.7]","[2.9000000000000004, 0.5999999999999999]",1.0,"[-1.8955938127600447, -2.059213646842215]",1.6666666666666667,0,1
1F74267F1EEF45EA9C1083FC5F9C086E,3,False,2,1,True,-1.1,"[1.8, -1.7]","[2.9000000000000004, 0.5999999999999999]",1.333333333333333,"[-1.1240583606721737, -0.7872488536607993]",1.796296296296296,0,1
1F74267F1EEF45EA9C1083FC5F9C086E,3,False,3,0,True,-1.1,[1.8],2.9000000000000004,-1.0,[0.9499999999999992],1.9499999999999993,0,0
1F74267F1EEF45EA9C1083FC5F9C086E,3,False,1,2,True,-1.1,[-1.7],0.5999999999999999,0.0,[-1.5],1.5,0,1
1F74267F1EEF45EA9C1083FC5F9C086E,3,False,0,2,True,-1.1,[-1.7],0.5999999999999999,1.5,[2.4],0.8999999999999999,0,1
1F74267F1EEF45EA9C1083FC5F9C086E,3,False,5,0,True,-1.1,[1.8],2.9000000000000004,-2.5,[-2.9],0.3999999999999999,0,0
1FCEC0C135094DEE867E3FF7482CBFA8,3,False,4,1,True,0.8,"[0.2, -0.2]","[0.6000000000000001, 1.0]",-1.1,"[0.3456602272364355, -0.5583060452047106]",1.7016666666666669,0,0
1FCEC0C135094DEE867E3FF7482CBFA8,3,False,2,1,True,0.8,"[0.2, -0.2]","[0.6000000000000001, 1.0]",-0.4000000000000003,"[1.8568577857654596, -2.3012353143414574]",1.5266666666666666,0,0
1FCEC0C135094DEE867E3FF7482CBFA8,3,False,5,2,True,0.8,[-0.2],1.0,1.2,[-1.6],2.8,0,1
1FCEC0C135094DEE867E3FF7482CBFA8,3,False,0,0,True,0.8,[0.2],0.6000000000000001,0.1,[1.6],1.5,1,0
1FCEC0C135094DEE867E3FF7482CBFA8,3,False,3,2,True,0.8,[-0.2],1.0,-1.8499999999999996,[-0.9000000000000004],0.9499999999999993,0,1
1FCEC0C135094DEE867E3FF7482CBFA8,3,False,1,0,True,0.8,[0.2],0.6000000000000001,-3.0,[2.3],5.3,1,0
2096241C7A2D4807B7A396CCA07FB150,3,False,0,1,False,0.4,"[0.8, -0.5]","[0.4, 0.9]",1.1,"[1.0922800700805038, 2.8046962419430645]",1.7016666666666669,1,0
2096241C7A2D4807B7A396CCA07FB150,3,False,2,0,False,0.4,[0.8],0.4,0.5333333333333328,[-0.3333333333333335],0.8666666666666663,-1,0
2096241C7A2D4807B7A396CCA07FB150,3,False,4,0,False,0.4,[0.8],0.4,-1.0,[1.9],2.9,-1,0
2096241C7A2D4807B7A396CCA07FB150,3,False,1,1,False,0.4,"[0.8, -0.5]","[0.4, 0.9]",0.6,"[0.10938086661822854, -0.4263379081682439]",1.5599999999999998,1,0
2096241C7A2D4807B7A396CCA07FB150,3,False,3,2,False,0.4,[-0.5],0.9,1.0999999999999996,[2],0.9000000000000004,0,-1
2096241C7A2D4807B7A396CCA07FB150,3,False,5,2,False,0.4,[-0.5],0.9,0.9,[0.5],0.4,0,-1
23CC67D655E247ACADFB500FE96B2674,3,False,4,1,False,-1.0,"[1.0, -1.0]","[2, 0]",0.9,"[-2.0160495324547307, -1.9266019478563805]",1.635,1,0
23CC67D655E247ACADFB500FE96B2674,3,False,3,0,False,-1.0,[1.0],2,-1.6999999999999993,[1.0999999999999996],2.799999999999999,1,1
23CC67D655E247ACADFB500FE96B2674,3,False,2,0,False,-1.0,[1.0],2,0.7999999999999998,[-1.6000000000000003],2.4000000000000004,1,1
