participantId,ideology_all_zeros,idx_of_question,who_answers_first,bot_detection,ideology,bot_ideology,ideology_distance,answer,bot_answer,answer_distance,condition,affection_competence,affection_warmth
08118FE4A7504A34B93DEC7B88ED4EB6,False,5,1,False,0.7,"[-0.2, -0.4]","[0.8999999999999999, 1.1]",1.0,"[0.340971030603201, -1.813706445649816]",3.8286021840127042,1,,
08118FE4A7504A34B93DEC7B88ED4EB6,False,1,0,False,0.7,[-0.2],[0.8999999999999999],3.0,[2.6],0.3999999999999999,1,,
08118FE4A7504A34B93DEC7B88ED4EB6,False,2,2,False,0.7,[-0.4],[1.1],-3.0,[2.666666666666666],5.666666666666666,1,,
08118FE4A7504A34B93DEC7B88ED4EB6,False,0,2,False,0.7,[-0.4],[1.1],2.7,[1.6],1.1,1,,
08118FE4A7504A34B93DEC7B88ED4EB6,False,4,0,False,0.7,[-0.2],[0.8999999999999999],-2.2,[-2.6],0.3999999999999999,1,,
089D82A5517A4F8DBE81B68F9B619986,True,2,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.333333333333333,"[0.23067911836938393, 2.849738843128012]",1.2948679564055872,1,,
089D82A5517A4F8DBE81B68F9B619986,True,1,0,False,0.0,[0.0],[0],-2.0,[2.3],4.3,1,,
089D82A5517A4F8DBE81B68F9B619986,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",-0.9,"[1.2412515016461754, -0.7067216467994442]",0.4398669384598778,1,,
089D82A5517A4F8DBE81B68F9B619986,True,4,2,False,0.0,[0.0],[0],-2.0,[2.4],4.4,1,,
089D82A5517A4F8DBE81B68F9B619986,True,5,0,False,0.0,[0.0],[0],-1.9,[1.7],3.5999999999999996,1,,
089D82A5517A4F8DBE81B68F9B619986,True,3,2,False,0.0,[0.0],[0],2.0,[1.0500000000000007],0.9499999999999993,1,,
09EFBDA9CEE54220897289B04F25FCB1,False,3,1,False,0.0,"[-1.0, -0.8]","[1, 0.8]",2.0,"[-1.2173691898216525, -1.8696532904544279]",1.8183816654929048,1,,
09EFBDA9CEE54220897289B04F25FCB1,False,1,1,False,0.0,"[-1.0, -0.8]","[1, 0.8]",0.8,"[-0.08650747558525218, -2.309725353840609]",0.7249193578658943,1,,
09EFBDA9CEE54220897289B04F25FCB1,False,5,2,False,0.0,[-0.8],[0.8],-1.9,[-2.6],0.7000000000000002,1,,
09EFBDA9CEE54220897289B04F25FCB1,False,2,0,False,0.0,[-1.0],[1],1.0666666666666655,[-0.7333333333333343],1.7999999999999998,1,,
09EFBDA9CEE54220897289B04F25FCB1,False,4,2,False,0.0,[-0.8],[0.8],1.8,[1.9],0.09999999999999987,1,,
09EFBDA9CEE54220897289B04F25FCB1,False,0,0,False,0.0,[-1.0],[1],2.6,[2.4],0.20000000000000018,1,,
09F8069A3FB74F4FAA9BAAE47F366173,False,0,1,False,-1.6,"[-1.0, -0.9]","[0.6000000000000001, 0.7000000000000001]",1.0,"[2.221789578029683, -2.5651820366447686]",1.0192847523333173,1,,
09F8069A3FB74F4FAA9BAAE47F366173,False,3,1,False,-1.6,"[-1.0, -0.9]","[0.6000000000000001, 0.7000000000000001]",-2.4499999999999993,"[-0.20275230165192326, -1.8683989420923999]",5.143388004693457,1,,
09F8069A3FB74F4FAA9BAAE47F366173,False,4,0,True,-1.6,[-1.0],[0.6000000000000001],-2.5,[-1.2],1.3,1,,
09F8069A3FB74F4FAA9BAAE47F366173,False,5,0,True,-1.6,[-1.0],[0.6000000000000001],3.0,[0.9],2.1,1,,
09F8069A3FB74F4FAA9BAAE47F366173,False,1,2,False,-1.6,[-0.9],[0.7000000000000001],2.1,[2.4],0.2999999999999998,1,,
09F8069A3FB74F4FAA9BAAE47F366173,False,2,2,False,-1.6,[-0.9],[0.7000000000000001],-1.3333333333333337,[1.9333333333333336],3.2666666666666675,1,,
0AA37D5D01BA4B76A3FF64C0B1F49B70,False,5,1,False,0.2,"[0.6, -0.2]","[0.39999999999999997, 0.4]",1.1,"[-2.8582612705096873, -2.0535708416397527]",2.7101587634733324,1,,
0AA37D5D01BA4B76A3FF64C0B1F49B70,False,0,2,False,0.2,[-0.2],[0.4],-0.5,[-1.6],1.1,1,,
0AA37D5D01BA4B76A3FF64C0B1F49B70,False,1,0,False,0.2,[0.6],[0.39999999999999997],0.6,[1.9],1.2999999999999998,1,,
0AA37D5D01BA4B76A3FF64C0B1F49B70,False,3,1,False,0.2,"[0.6, -0.2]","[0.39999999999999997, 0.4]",1.0500000000000007,"[1.8966371068633574, 1.5095076404993124]",0.5138438934546214,1,,
0AA37D5D01BA4B76A3FF64C0B1F49B70,False,2,0,False,0.2,[0.6],[0.39999999999999997],-1.5333333333333337,[-2.066666666666667],0.5333333333333332,1,,
0AA37D5D01BA4B76A3FF64C0B1F49B70,False,4,2,False,0.2,[-0.2],[0.4],0.9,[0.4],0.5,1,,
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,False,5,1,False,1.0,"[-1.1, -2.0]","[2.1, 3]",-2.0,"[0.6811462337779961, 1.514435276574889]",3.012954920035953,1,,
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,False,0,0,False,1.0,[-1.1],[2.1],1.1,[0],1.1,1,,
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,False,3,0,False,1.0,[-1.1],[2.1],1.8000000000000007,[2.8499999999999996],1.049999999999999,1,,
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,False,1,1,False,1.0,"[-1.1, -2.0]","[2.1, 3]",1.0,"[1.1532630712232868, 2.727007297409683]",1.8912083741007626,1,,
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,False,4,2,False,1.0,[-2.0],[3],0.2,[2.8],2.5999999999999996,1,,
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,False,2,2,False,1.0,[-2.0],[3],2.8,[1],1.7999999999999998,1,,
0B8D09A73ED140CF84C5320DAE27F350,False,4,1,False,2.0,"[1.0, 1.0]","[1, 1]",-3.0,"[0.22783878781907152, 1.2539929579642894]",3.355557503222932,1,,
0B8D09A73ED140CF84C5320DAE27F350,False,2,0,False,2.0,[1.0],[1],-3.0,[0.5999999999999996],3.5999999999999996,1,,
0B8D09A73ED140CF84C5320DAE27F350,False,5,2,False,2.0,[1.0],[1],-3.0,[-0.9],2.1,1,,
0B8D09A73ED140CF84C5320DAE27F350,False,3,1,False,2.0,"[1.0, 1.0]","[1, 1]",2.0,"[2.113883747033281, -0.007291237806619666]",0.761538554460361,1,,
0B8D09A73ED140CF84C5320DAE27F350,False,0,2,False,2.0,[1.0],[1],1.0,[-0.3],1.3,1,,
0B8D09A73ED140CF84C5320DAE27F350,False,1,0,False,2.0,[1.0],[1],-3.0,[-1.9],1.1,1,,
0B97FA950789450AA070261124D188E7,False,2,1,True,-0.1,"[0.1, 0.3]","[0.2, 0.4]",1.666666666666667,"[-0.6524301657748097, 2.6297634968615498]",1.1543823422297068,1,,
0B97FA950789450AA070261124D188E7,False,0,2,True,-0.1,[0.3],[0.4],0.0,[-2.9],2.9,1,,
0B97FA950789450AA070261124D188E7,False,1,1,True,-0.1,"[0.1, 0.3]","[0.2, 0.4]",0.0,"[-2.31307269191565, 2.4803473572706913]",0.4944084162925657,1,,
0B97FA950789450AA070261124D188E7,False,5,0,True,-0.1,[0.1],[0.2],2.0,[0.1],1.9,1,,
0B97FA950789450AA070261124D188E7,False,4,0,True,-0.1,[0.1],[0.2],0.0,[0.1],0.1,1,,
0B97FA950789450AA070261124D188E7,False,3,2,True,-0.1,[0.3],[0.4],-0.5,[-2.6500000000000004],2.1500000000000004,1,,
0BA66FB40A324FCDB1E3E79F2CE76035,False,1,1,True,-2.0,"[1.0, 1.0]","[3, 3]",-3.0,"[0.9903609131037081, 2.460648452501669]",0.2659435759788211,1,,
0BA66FB40A324FCDB1E3E79F2CE76035,False,4,0,True,-2.0,[1.0],[3],1.0,[2.1],1.1,1,,
0BA66FB40A324FCDB1E3E79F2CE76035,False,0,2,True,-2.0,[1.0],[3],2.0,[1],1.0,1,,
0BA66FB40A324FCDB1E3E79F2CE76035,False,2,1,True,-2.0,"[1.0, 1.0]","[3, 3]",1.0,"[-1.9005858766467203, -1.6570598856255165]",1.1862843572157127,1,,
0BA66FB40A324FCDB1E3E79F2CE76035,False,5,2,True,-2.0,[1.0],[3],-1.9,[2.2],4.1,1,,
0BA66FB40A324FCDB1E3E79F2CE76035,False,3,0,True,-2.0,[1.0],[3],-2.0,[0],2.0,1,,
0BBD2B422E1244998DFC59649560730B,False,4,1,False,2.0,"[1.3, 1.3]","[0.7, 0.7]",3.0,"[2.2497903803641366, -1.3550812216620014]",1.4673190180414677,1,,
0BBD2B422E1244998DFC59649560730B,False,3,1,False,2.0,"[1.3, 1.3]","[0.7, 0.7]",2.3499999999999996,"[-1.1767579566961985, 2.9610109988840527]",1.766039238838537,1,,
0BBD2B422E1244998DFC59649560730B,False,1,2,False,2.0,[1.3],[0.7],3.0,[2.6],0.3999999999999999,1,,
0BBD2B422E1244998DFC59649560730B,False,2,0,False,2.0,[1.3],[0.7],2.1999999999999993,[2.8666666666666663],0.666666666666667,1,,
0BBD2B422E1244998DFC59649560730B,False,5,2,False,2.0,[1.3],[0.7],3.0,[1.1],1.9,1,,
0BBD2B422E1244998DFC59649560730B,False,0,0,False,2.0,[1.3],[0.7],1.1,[-1.6],2.7,1,,
0CD38BFF5FF346609DE69EFEBC5E6679,True,1,1,True,0.0,"[0.0, 0.0]","[0, 0]",-2.0,"[0.27103128187514614, 0.8026266584798085]",1.6166865309508256,1,,
0CD38BFF5FF346609DE69EFEBC5E6679,True,5,0,True,0.0,[0.0],[0],1.1,[-1.9],3.0,1,,
0CD38BFF5FF346609DE69EFEBC5E6679,True,3,2,True,0.0,[0.0],[0],3.0,[-0.75],3.75,1,,
0CD38BFF5FF346609DE69EFEBC5E6679,True,2,2,True,0.0,[0.0],[0],0.20000000000000015,[-2.4000000000000004],2.6000000000000005,1,,
0CD38BFF5FF346609DE69EFEBC5E6679,True,0,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.1,"[2.227340824048583, -0.4246893979686792]",1.6947163008343575,1,,
0CD38BFF5FF346609DE69EFEBC5E6679,True,4,0,True,0.0,[0.0],[0],3.0,[2.7],0.2999999999999998,1,,
1004F59CA6B54CDB80305FF89E757044,True,4,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[0.8061170998591485, 2.791429096961827]",1.5617499703550477,1,,
1004F59CA6B54CDB80305FF89E757044,True,3,2,True,0.0,[0.0],[0],2.0,[2.5],0.5,1,,
1004F59CA6B54CDB80305FF89E757044,True,5,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.7,"[2.3256865083544938, 2.973902569093257]",1.7327655824683654,1,,
1004F59CA6B54CDB80305FF89E757044,True,2,2,True,0.0,[0.0],[0],-0.7333333333333343,[-1.6000000000000003],0.866666666666666,1,,
1004F59CA6B54CDB80305FF89E757044,True,0,0,True,0.0,[0.0],[0],1.3,[1.9],0.5999999999999999,1,,
1004F59CA6B54CDB80305FF89E757044,True,1,0,True,0.0,[0.0],[0],1.0,[-1.1],2.1,1,,
10C5551EC04C44CC8727C8661D9CFBCC,False,2,1,False,0.0,"[0.3, 0.5]","[0.3, 0.5]",2.0,"[-2.240622449299094, -0.3397755136983136]",4.252340432820522,1,,
10C5551EC04C44CC8727C8661D9CFBCC,False,5,0,False,0.0,[0.3],[0.3],1.9,[0.5],1.4,1,,
10C5551EC04C44CC8727C8661D9CFBCC,False,4,0,False,0.0,[0.3],[0.3],-2.5,[-1.9],0.6000000000000001,1,,
10C5551EC04C44CC8727C8661D9CFBCC,False,3,2,False,0.0,[0.5],[0.5],2.0,[-0.9000000000000004],2.9000000000000004,1,,
10C5551EC04C44CC8727C8661D9CFBCC,False,1,1,False,0.0,"[0.3, 0.5]","[0.3, 0.5]",-2.0,"[-2.788252177848199, 2.8132824163236148]",3.425855268147041,1,,
10C5551EC04C44CC8727C8661D9CFBCC,False,0,2,False,0.0,[0.5],[0.5],1.0,[1.5],0.5,1,,
111B9C01B7A24FB1BA760C980D409019,False,5,1,True,-0.7,"[1.0, 1.0]","[1.7, 1.7]",1.8,"[2.105865599489925, 2.3474972870130992]",2.614219038601986,1,,
111B9C01B7A24FB1BA760C980D409019,False,1,1,True,-0.7,"[1.0, 1.0]","[1.7, 1.7]",1.5,"[-2.263959817605932, 0.8875616888734861]",1.2413124221978222,1,,
111B9C01B7A24FB1BA760C980D409019,False,2,0,False,-0.7,[1.0],[1.7],0.7333333333333325,[2],1.2666666666666675,1,,
111B9C01B7A24FB1BA760C980D409019,False,3,2,True,-0.7,[1.0],[1.7],2.0500000000000007,[2.5],0.4499999999999993,1,,
111B9C01B7A24FB1BA760C980D409019,False,4,0,False,-0.7,[1.0],[1.7],0.3,[1.9],1.5999999999999999,1,,
111B9C01B7A24FB1BA760C980D409019,False,0,2,True,-0.7,[1.0],[1.7],-1.1,[2.7],3.8000000000000003,1,,
119ED95CC62A49DD9EEF4B30FB69BD8D,True,3,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0500000000000007,"[-2.8090935516116655, 0.2958530007343114]",3.907350940560466,1,,
119ED95CC62A49DD9EEF4B30FB69BD8D,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",2.0,"[-2.4131261592315445, -1.2674297223089224]",0.9973166164015108,1,,
119ED95CC62A49DD9EEF4B30FB69BD8D,True,4,2,False,0.0,[0.0],[0],-3.0,[-1.9],1.1,1,,
119ED95CC62A49DD9EEF4B30FB69BD8D,True,2,0,False,0.0,[0.0],[0],-1.0666666666666669,[-0.4000000000000003],0.6666666666666665,1,,
119ED95CC62A49DD9EEF4B30FB69BD8D,True,1,2,False,0.0,[0.0],[0],0.0,[1],1.0,1,,
119ED95CC62A49DD9EEF4B30FB69BD8D,True,5,0,False,0.0,[0.0],[0],1.0,[-2.5],3.5,1,,
11B81F6446A94E08AF28E72C4D9FD008,False,4,1,False,0.3,"[0.3, -0.2]","[0.0, 0.5]",1.0,"[-0.09644638706493769, -2.4712870620293828]",1.9503925349445241,1,,
11B81F6446A94E08AF28E72C4D9FD008,False,5,1,False,0.3,"[0.3, -0.2]","[0.0, 0.5]",-0.9,"[-1.8966513492543782, -0.6938438595834961]",0.9639722455162546,1,,
11B81F6446A94E08AF28E72C4D9FD008,False,3,0,False,0.3,[0.3],[0.0],0.5,[0.1999999999999993],0.3000000000000007,1,,
11B81F6446A94E08AF28E72C4D9FD008,False,2,2,False,0.3,[-0.2],[0.5],2.0,[2.8],0.7999999999999998,1,,
11B81F6446A94E08AF28E72C4D9FD008,False,1,0,False,0.3,[0.3],[0.0],1.0,[2.6],1.6,1,,
11B81F6446A94E08AF28E72C4D9FD008,False,0,2,False,0.3,[-0.2],[0.5],2.0,[0.9],1.1,1,,
136F7678AE57410B98A1407A7558193A,False,1,1,True,2.0,"[-1.0, -0.9]","[3, 2.9]",-3.0,"[-1.9525013561569349, 0.5691903207245419]",2.8856546673567554,1,,
136F7678AE57410B98A1407A7558193A,False,5,0,True,2.0,[-1.0],[3],1.0,[1.9],0.8999999999999999,1,,
136F7678AE57410B98A1407A7558193A,False,0,0,True,2.0,[-1.0],[3],0.0,[1.7],1.7,1,,
136F7678AE57410B98A1407A7558193A,False,4,2,True,2.0,[-0.9],[2.9],-3.0,[2.2],5.2,1,,
136F7678AE57410B98A1407A7558193A,False,3,2,True,2.0,[-0.9],[2.9],0.0,[0.09999999999999964],0.09999999999999964,1,,
136F7678AE57410B98A1407A7558193A,False,2,1,True,2.0,"[-1.0, -0.9]","[3, 2.9]",2.0,"[-1.376293613536519, -1.4974434423089025]",1.3257653963405103,1,,
14A935C873804DC38902F3900DF28F8E,False,3,1,False,-2.0,"[0.0, 0.6]","[2, 2.6]",2.0,"[2.0740375723043574, 1.7416211415970855]",4.251116463457418,1,,
14A935C873804DC38902F3900DF28F8E,False,4,2,False,-2.0,[0.6],[2.6],1.2,[-2.8],4.0,1,,
14A935C873804DC38902F3900DF28F8E,False,1,0,False,-2.0,[0.0],[2],2.9,[1.9],1.0,1,,
14A935C873804DC38902F3900DF28F8E,False,5,0,False,-2.0,[0.0],[2],2.1,[-2.4],4.5,1,,
14A935C873804DC38902F3900DF28F8E,False,0,1,False,-2.0,"[0.0, 0.6]","[2, 2.6]",0.3,"[0.08522163988792109, -1.223495990537587]",1.8639826794249836,1,,
14A935C873804DC38902F3900DF28F8E,False,2,2,False,-2.0,[0.6],[2.6],1.3999999999999997,[0.7333333333333325],0.6666666666666672,1,,
14C16088DA3C4CBA8F3AB3133A82DF73,False,5,1,True,2.0,"[-1.1, -0.9]","[3.1, 2.9]",-2.0,"[-1.243452383655319, 0.048412479161188404]",0.3782258704289645,1,,
14C16088DA3C4CBA8F3AB3133A82DF73,False,0,2,True,2.0,[-0.9],[2.9],1.0,[-0.9],1.9,1,,
14C16088DA3C4CBA8F3AB3133A82DF73,False,3,2,True,2.0,[-0.9],[2.9],-1.4000000000000004,[-1.4000000000000004],0.0,1,,
14C16088DA3C4CBA8F3AB3133A82DF73,False,2,0,False,2.0,[-1.1],[3.1],2.0,[1.2666666666666655],0.7333333333333345,1,,
14C16088DA3C4CBA8F3AB3133A82DF73,False,4,0,False,2.0,[-1.1],[3.1],-2.1,[1.2],3.3,1,,
14C16088DA3C4CBA8F3AB3133A82DF73,False,1,1,True,2.0,"[-1.1, -0.9]","[3.1, 2.9]",-2.0,"[2.911160385270364, -1.9278384904754184]",0.5845305596318413,1,,
15C8263230854EBF89DCB88DF3696FBC,False,3,1,False,-0.4,"[-0.3, 0.3]","[0.10000000000000003, 0.7]",1.0,"[-0.018134248763671756, 0.41442942340951205]",3.6473514232390336,1,,
15C8263230854EBF89DCB88DF3696FBC,False,1,0,False,-0.4,[-0.3],[0.10000000000000003],2.7,[2.7],0.0,1,,
15C8263230854EBF89DCB88DF3696FBC,False,5,1,False,-0.4,"[-0.3, 0.3]","[0.10000000000000003, 0.7]",2.0,"[0.03424355556514591, -1.5623861961602092]",1.0388110808291966,1,,
15C8263230854EBF89DCB88DF3696FBC,False,4,2,False,-0.4,[0.3],[0.7],-1.1,[-2.7],1.6,1,,
15C8263230854EBF89DCB88DF3696FBC,False,0,2,False,-0.4,[0.3],[0.7],-0.9,[-1.1],0.20000000000000007,1,,
15C8263230854EBF89DCB88DF3696FBC,False,2,0,False,-0.4,[-0.3],[0.10000000000000003],1.5333333333333332,[1.5333333333333332],0.0,1,,
162E3F2DB6784842857FD9209FDCA555,False,5,1,False,2.0,"[-0.9, 1.0]","[2.9, 1]",-2.0,"[0.2847156598737737, 1.164593623765878]",0.3825175197164663,1,,
162E3F2DB6784842857FD9209FDCA555,False,4,2,False,2.0,[1.0],[1],-3.0,[0],3.0,1,,
162E3F2DB6784842857FD9209FDCA555,False,2,1,False,2.0,"[-0.9, 1.0]","[2.9, 1]",1.9333333333333336,"[1.0658914192494393, -0.5672145056788152]",3.3806438552364586,1,,
162E3F2DB6784842857FD9209FDCA555,False,3,2,False,2.0,[1.0],[1],-2.0,[-1.4000000000000004],0.5999999999999996,1,,
162E3F2DB6784842857FD9209FDCA555,False,1,0,True,2.0,[-0.9],[2.9],-1.0,[0.9],1.9,1,,
162E3F2DB6784842857FD9209FDCA555,False,0,0,True,2.0,[-0.9],[2.9],-3.0,[-1],2.0,1,,
1637ABF8C5934A0B88F168A470CF3862,False,4,1,False,-1.1,"[-1.6, 0.1]","[0.5, 1.2000000000000002]",1.0,"[1.9202934432397871, -2.0660125050848386]",0.008176397394022317,1,,
1637ABF8C5934A0B88F168A470CF3862,False,2,0,False,-1.1,[-1.6],[0.5],0.6666666666666661,[-2.066666666666667],2.733333333333333,1,,
1637ABF8C5934A0B88F168A470CF3862,False,5,1,False,-1.1,"[-1.6, 0.1]","[0.5, 1.2000000000000002]",-0.7,"[2.2796179334420996, 1.7191047694513468]",2.992234156935429,1,,
1637ABF8C5934A0B88F168A470CF3862,False,3,0,False,-1.1,[-1.6],[0.5],-1.4000000000000004,[-2.5999999999999996],1.1999999999999993,1,,
1637ABF8C5934A0B88F168A470CF3862,False,0,2,False,-1.1,[0.1],[1.2000000000000002],0.4,[-0.7],1.1,1,,
1637ABF8C5934A0B88F168A470CF3862,False,1,2,False,-1.1,[0.1],[1.2000000000000002],-1.3,[1.8],3.1,1,,
16872CFD9F1D46C688288D9FC584C3B3,False,4,1,False,-0.4,"[-0.4, 0.3]","[0.0, 0.7]",1.0,"[-2.824708157042375, -2.314264583036401]",1.06216491109618,1,,
16872CFD9F1D46C688288D9FC584C3B3,False,0,0,False,-0.4,[-0.4],[0.0],-1.6,[-0.6],1.0,1,,
16872CFD9F1D46C688288D9FC584C3B3,False,3,2,False,-0.4,[0.3],[0.7],-1.0,[1.6999999999999993],2.6999999999999993,1,,
16872CFD9F1D46C688288D9FC584C3B3,False,5,0,False,-0.4,[-0.4],[0.0],0.5,[-2],2.5,1,,
16872CFD9F1D46C688288D9FC584C3B3,False,2,1,False,-0.4,"[-0.4, 0.3]","[0.0, 0.7]",1.1333333333333329,"[2.9340674836571363, 0.47633851004096295]",0.08842449102725514,1,,
16872CFD9F1D46C688288D9FC584C3B3,False,1,2,False,-0.4,[0.3],[0.7],1.9,[0.4],1.5,1,,
176175CB71BE4F899BC90A1854018057,False,5,1,False,2.0,"[-1.0, -1.0]","[3, 3]",-0.9,"[2.3868405970709032, -1.3200359364582857]",2.3203712793755016,1,,
176175CB71BE4F899BC90A1854018057,False,4,0,False,2.0,[-1.0],[3],-3.0,[-1.7],1.3,1,,
176175CB71BE4F899BC90A1854018057,False,2,2,False,2.0,[-1.0],[3],3.0,[2.666666666666666],0.3333333333333339,1,,
