participantId,condition,ideology_all_zeros,idx_of_question,who_answers_first,bot_detection,ideology,bot_ideology,ideology_distance,answer,bot_answer,answer_distance
05F5987ECD4D492E96AF3637F44C1FD5,1,False,1,0,False,0.9,[-0.8],1.7000000000000002,-2.7,[0.4],3.1
06D0A0B7823B4E6BBFEFA270E8EEB2F7,1,False,5,1,False,1.1,"[-0.7, -0.7]","[1.8, 1.8]",2.2,"[0.9866358663338595, -0.4428655288713319]",2.3066666666666666
06D0A0B7823B4E6BBFEFA270E8EEB2F7,1,False,0,0,False,1.1,[-0.7],1.8,2.7,[0.5],2.2
06D0A0B7823B4E6BBFEFA270E8EEB2F7,1,False,3,0,False,1.1,[-0.7],1.8,0.4499999999999993,[-1.4499999999999993],1.8999999999999986
06D0A0B7823B4E6BBFEFA270E8EEB2F7,1,False,2,2,False,1.1,[-0.7],1.8,-0.6666666666666674,[2.533333333333333],3.2000000000000006
06D0A0B7823B4E6BBFEFA270E8EEB2F7,1,False,4,2,False,1.1,[-0.7],1.8,2.1,[-2],4.1
06D0A0B7823B4E6BBFEFA270E8EEB2F7,1,False,1,1,False,1.1,"[-0.7, -0.7]","[1.8, 1.8]",1.6,"[-0.848778551283397, 0.2867518966165319]",1.9266666666666667
077EBB20179F4DDF9DA032AF2B7EE4F4,1,False,1,1,False,-1.7,"[1.0, -1.0]","[2.7, 0.7]",2.1,"[0.0758683268914373, -1.7031057832192391]",2.235
077EBB20179F4DDF9DA032AF2B7EE4F4,1,False,5,0,True,-1.7,[1.0],2.7,1.1,[-0.6],1.7000000000000002
077EBB20179F4DDF9DA032AF2B7EE4F4,1,False,0,1,False,-1.7,"[1.0, -1.0]","[2.7, 0.7]",2.3,"[-1.4320429376165105, 0.28131436520758424]",2.3816666666666664
077EBB20179F4DDF9DA032AF2B7EE4F4,1,False,2,0,True,-1.7,[1.0],2.7,1.0,[1],0.0
077EBB20179F4DDF9DA032AF2B7EE4F4,1,False,3,2,False,-1.7,[-1.0],0.7,2.0500000000000007,[2.1500000000000004],0.09999999999999964
077EBB20179F4DDF9DA032AF2B7EE4F4,1,False,4,2,False,-1.7,[-1.0],0.7,0.9,[0.8],0.09999999999999998
08118FE4A7504A34B93DEC7B88ED4EB6,1,False,3,1,False,0.7,"[-0.2, -0.4]","[0.8999999999999999, 1.1]",1.5500000000000007,"[1.4421661335251237, -2.3242602079298615]",1.9004166666666669
08118FE4A7504A34B93DEC7B88ED4EB6,1,False,5,1,False,0.7,"[-0.2, -0.4]","[0.8999999999999999, 1.1]",1.0,"[0.981788623407648, 1.0649047785908046]",1.6666666666666667
08118FE4A7504A34B93DEC7B88ED4EB6,1,False,1,0,False,0.7,[-0.2],0.8999999999999999,3.0,[2.6],0.3999999999999999
08118FE4A7504A34B93DEC7B88ED4EB6,1,False,2,2,False,0.7,[-0.4],1.1,-3.0,[2.666666666666666],5.666666666666666
08118FE4A7504A34B93DEC7B88ED4EB6,1,False,0,2,False,0.7,[-0.4],1.1,2.7,[1.6],1.1
08118FE4A7504A34B93DEC7B88ED4EB6,1,False,4,0,False,0.7,[-0.2],0.8999999999999999,-2.2,[-2.6],0.3999999999999999
089D82A5517A4F8DBE81B68F9B619986,1,True,2,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.333333333333333,"[1.3656802864792645, 2.442844135475948]",1.796296296296296
089D82A5517A4F8DBE81B68F9B619986,1,True,1,0,False,0.0,[0.0],0,-2.0,[2.3],4.3
089D82A5517A4F8DBE81B68F9B619986,1,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",-0.9,"[2.1332119554201903, -2.119740632738526]",1.635
089D82A5517A4F8DBE81B68F9B619986,1,True,4,2,False,0.0,[0.0],0,-2.0,[2.4],4.4
089D82A5517A4F8DBE81B68F9B619986,1,True,5,0,False,0.0,[0.0],0,-1.9,[1.7],3.5999999999999996
089D82A5517A4F8DBE81B68F9B619986,1,True,3,2,False,0.0,[0.0],0,2.0,[1.0500000000000007],0.9499999999999993
09EFBDA9CEE54220897289B04F25FCB1,1,False,3,1,False,0.0,"[-1.0, -0.8]","[1, 0.8]",2.0,"[-0.12366200509381198, -1.6153313110514635]",2.1666666666666665
09EFBDA9CEE54220897289B04F25FCB1,1,False,1,1,False,0.0,"[-1.0, -0.8]","[1, 0.8]",0.8,"[-0.8649554607395071, 2.8399416025895547]",1.6066666666666667
09EFBDA9CEE54220897289B04F25FCB1,1,False,5,2,False,0.0,[-0.8],0.8,-1.9,[-2.6],0.7000000000000002
09EFBDA9CEE54220897289B04F25FCB1,1,False,2,0,False,0.0,[-1.0],1,1.0666666666666655,[-0.7333333333333343],1.7999999999999998
09EFBDA9CEE54220897289B04F25FCB1,1,False,4,2,False,0.0,[-0.8],0.8,1.8,[1.9],0.09999999999999987
09EFBDA9CEE54220897289B04F25FCB1,1,False,0,0,False,0.0,[-1.0],1,2.6,[2.4],0.20000000000000018
09F8069A3FB74F4FAA9BAAE47F366173,1,False,0,1,False,-1.6,"[-1.0, -0.9]","[0.6000000000000001, 0.7000000000000001]",1.0,"[0.11513325695280896, -2.8850329522086735]",1.6666666666666667
09F8069A3FB74F4FAA9BAAE47F366173,1,False,3,1,False,-1.6,"[-1.0, -0.9]","[0.6000000000000001, 0.7000000000000001]",-2.4499999999999993,"[-2.8459888441713126, -2.9456565153888707]",2.5004166666666663
09F8069A3FB74F4FAA9BAAE47F366173,1,False,4,0,True,-1.6,[-1.0],0.6000000000000001,-2.5,[-1.2],1.3
09F8069A3FB74F4FAA9BAAE47F366173,1,False,5,0,True,-1.6,[-1.0],0.6000000000000001,3.0,[0.9],2.1
09F8069A3FB74F4FAA9BAAE47F366173,1,False,1,2,False,-1.6,[-0.9],0.7000000000000001,2.1,[2.4],0.2999999999999998
09F8069A3FB74F4FAA9BAAE47F366173,1,False,2,2,False,-1.6,[-0.9],0.7000000000000001,-1.3333333333333337,[1.9333333333333336],3.2666666666666675
0AA37D5D01BA4B76A3FF64C0B1F49B70,1,False,5,1,False,0.2,"[0.6, -0.2]","[0.39999999999999997, 0.4]",1.1,"[-0.9518903035480131, -2.0447743997092616]",1.7016666666666669
0AA37D5D01BA4B76A3FF64C0B1F49B70,1,False,0,2,False,0.2,[-0.2],0.4,-0.5,[-1.6],1.1
0AA37D5D01BA4B76A3FF64C0B1F49B70,1,False,1,0,False,0.2,[0.6],0.39999999999999997,0.6,[1.9],1.2999999999999998
0AA37D5D01BA4B76A3FF64C0B1F49B70,1,False,3,1,False,0.2,"[0.6, -0.2]","[0.39999999999999997, 0.4]",1.0500000000000007,"[-0.8013688866844744, 0.42362141125187414]",1.68375
0AA37D5D01BA4B76A3FF64C0B1F49B70,1,False,2,0,False,0.2,[0.6],0.39999999999999997,-1.5333333333333337,[-2.066666666666667],0.5333333333333332
0AA37D5D01BA4B76A3FF64C0B1F49B70,1,False,4,2,False,0.2,[-0.2],0.4,0.9,[0.4],0.5
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,1,False,5,1,False,1.0,"[-1.1, -2.0]","[2.1, 3]",-2.0,"[-2.554864128050816, 2.0869373069731]",2.1666666666666665
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,1,False,0,0,False,1.0,[-1.1],2.1,1.1,[0],1.1
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,1,False,3,0,False,1.0,[-1.1],2.1,1.8000000000000007,[2.8499999999999996],1.049999999999999
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,1,False,1,1,False,1.0,"[-1.1, -2.0]","[2.1, 3]",1.0,"[2.8873329882907086, -1.6019326582134403]",1.6666666666666667
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,1,False,4,2,False,1.0,[-2.0],3,0.2,[2.8],2.5999999999999996
0AAD4CD09FC24CBEB6DC8A76A4D6A3F0,1,False,2,2,False,1.0,[-2.0],3,2.8,[1],1.7999999999999998
0B8D09A73ED140CF84C5320DAE27F350,1,False,4,1,False,2.0,"[1.0, 1.0]","[1, 1]",-3.0,"[2.535941394872431, 0.18436144425481693]",3.0
0B8D09A73ED140CF84C5320DAE27F350,1,False,2,0,False,2.0,[1.0],1,-3.0,[0.5999999999999996],3.5999999999999996
0B8D09A73ED140CF84C5320DAE27F350,1,False,5,2,False,2.0,[1.0],1,-3.0,[-0.9],2.1
0B8D09A73ED140CF84C5320DAE27F350,1,False,3,1,False,2.0,"[1.0, 1.0]","[1, 1]",2.0,"[0.9655206726195109, 0.8722257062803029]",2.1666666666666665
0B8D09A73ED140CF84C5320DAE27F350,1,False,0,2,False,2.0,[1.0],1,1.0,[-0.3],1.3
0B8D09A73ED140CF84C5320DAE27F350,1,False,1,0,False,2.0,[1.0],1,-3.0,[-1.9],1.1
0B97FA950789450AA070261124D188E7,1,False,2,1,True,-0.1,"[0.1, 0.3]","[0.2, 0.4]",1.666666666666667,"[2.5656264751309132, -0.11018965996155972]",1.962962962962963
0B97FA950789450AA070261124D188E7,1,False,0,2,True,-0.1,[0.3],0.4,0.0,[-2.9],2.9
0B97FA950789450AA070261124D188E7,1,False,1,1,True,-0.1,"[0.1, 0.3]","[0.2, 0.4]",0.0,"[-1.8564367884408504, -0.6475568239026805]",1.5
0B97FA950789450AA070261124D188E7,1,False,5,0,True,-0.1,[0.1],0.2,2.0,[0.1],1.9
0B97FA950789450AA070261124D188E7,1,False,4,0,True,-0.1,[0.1],0.2,0.0,[0.1],0.1
0B97FA950789450AA070261124D188E7,1,False,3,2,True,-0.1,[0.3],0.4,-0.5,[-2.6500000000000004],2.1500000000000004
0BA66FB40A324FCDB1E3E79F2CE76035,1,False,1,1,True,-2.0,"[1.0, 1.0]","[3, 3]",-3.0,"[-2.690460275394924, 1.3927534990155053]",3.0
0BA66FB40A324FCDB1E3E79F2CE76035,1,False,4,0,True,-2.0,[1.0],3,1.0,[2.1],1.1
0BA66FB40A324FCDB1E3E79F2CE76035,1,False,0,2,True,-2.0,[1.0],3,2.0,[1],1.0
0BA66FB40A324FCDB1E3E79F2CE76035,1,False,2,1,True,-2.0,"[1.0, 1.0]","[3, 3]",1.0,"[-1.8035942614275513, 2.3710430097372344]",1.6666666666666667
0BA66FB40A324FCDB1E3E79F2CE76035,1,False,5,2,True,-2.0,[1.0],3,-1.9,[2.2],4.1
0BA66FB40A324FCDB1E3E79F2CE76035,1,False,3,0,True,-2.0,[1.0],3,-2.0,[0],2.0
0BBD2B422E1244998DFC59649560730B,1,False,4,1,False,2.0,"[1.3, 1.3]","[0.7, 0.7]",3.0,"[1.3672324052395588, -1.6701649202215632]",3.0
0BBD2B422E1244998DFC59649560730B,1,False,3,1,False,2.0,"[1.3, 1.3]","[0.7, 0.7]",2.3499999999999996,"[0.6039965298787231, 0.6213379784976771]",2.420416666666666
0BBD2B422E1244998DFC59649560730B,1,False,1,2,False,2.0,[1.3],0.7,3.0,[2.6],0.3999999999999999
0BBD2B422E1244998DFC59649560730B,1,False,2,0,False,2.0,[1.3],0.7,2.1999999999999993,[2.8666666666666663],0.666666666666667
0BBD2B422E1244998DFC59649560730B,1,False,5,2,False,2.0,[1.3],0.7,3.0,[1.1],1.9
0BBD2B422E1244998DFC59649560730B,1,False,0,0,False,2.0,[1.3],0.7,1.1,[-1.6],2.7
0CD38BFF5FF346609DE69EFEBC5E6679,1,True,1,1,True,0.0,"[0.0, 0.0]","[0, 0]",-2.0,"[1.4580496464849455, -0.34197163026664423]",2.1666666666666665
0CD38BFF5FF346609DE69EFEBC5E6679,1,True,5,0,True,0.0,[0.0],0,1.1,[-1.9],3.0
0CD38BFF5FF346609DE69EFEBC5E6679,1,True,3,2,True,0.0,[0.0],0,3.0,[-0.75],3.75
0CD38BFF5FF346609DE69EFEBC5E6679,1,True,2,2,True,0.0,[0.0],0,0.20000000000000015,[-2.4000000000000004],2.6000000000000005
0CD38BFF5FF346609DE69EFEBC5E6679,1,True,0,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.1,"[-1.7707592261764566, -1.290801495154775]",1.7016666666666669
0CD38BFF5FF346609DE69EFEBC5E6679,1,True,4,0,True,0.0,[0.0],0,3.0,[2.7],0.2999999999999998
1004F59CA6B54CDB80305FF89E757044,1,True,4,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.0,"[-2.0036132288272563, 1.3873819003146464]",1.6666666666666667
1004F59CA6B54CDB80305FF89E757044,1,True,3,2,True,0.0,[0.0],0,2.0,[2.5],0.5
1004F59CA6B54CDB80305FF89E757044,1,True,5,1,True,0.0,"[0.0, 0.0]","[0, 0]",1.7,"[0.34819229560191944, -1.0791975841832084]",1.9816666666666667
1004F59CA6B54CDB80305FF89E757044,1,True,2,2,True,0.0,[0.0],0,-0.7333333333333343,[-1.6000000000000003],0.866666666666666
1004F59CA6B54CDB80305FF89E757044,1,True,0,0,True,0.0,[0.0],0,1.3,[1.9],0.5999999999999999
1004F59CA6B54CDB80305FF89E757044,1,True,1,0,True,0.0,[0.0],0,1.0,[-1.1],2.1
10C5551EC04C44CC8727C8661D9CFBCC,1,False,2,1,False,0.0,"[0.3, 0.5]","[0.3, 0.5]",2.0,"[0.08905137307878919, -0.45162035287978597]",2.1666666666666665
10C5551EC04C44CC8727C8661D9CFBCC,1,False,5,0,False,0.0,[0.3],0.3,1.9,[0.5],1.4
10C5551EC04C44CC8727C8661D9CFBCC,1,False,4,0,False,0.0,[0.3],0.3,-2.5,[-1.9],0.6000000000000001
10C5551EC04C44CC8727C8661D9CFBCC,1,False,3,2,False,0.0,[0.5],0.5,2.0,[-0.9000000000000004],2.9000000000000004
10C5551EC04C44CC8727C8661D9CFBCC,1,False,1,1,False,0.0,"[0.3, 0.5]","[0.3, 0.5]",-2.0,"[-1.1376632772748885, -2.838258534738365]",2.1666666666666665
10C5551EC04C44CC8727C8661D9CFBCC,1,False,0,2,False,0.0,[0.5],0.5,1.0,[1.5],0.5
111B9C01B7A24FB1BA760C980D409019,1,False,5,1,True,-0.7,"[1.0, 1.0]","[1.7, 1.7]",1.8,"[1.9669895037579384, 2.1255339452115587]",2.04
111B9C01B7A24FB1BA760C980D409019,1,False,1,1,True,-0.7,"[1.0, 1.0]","[1.7, 1.7]",1.5,"[0.44340066006065904, -1.7877592588738715]",1.875
111B9C01B7A24FB1BA760C980D409019,1,False,2,0,False,-0.7,[1.0],1.7,0.7333333333333325,[2],1.2666666666666675
111B9C01B7A24FB1BA760C980D409019,1,False,3,2,True,-0.7,[1.0],1.7,2.0500000000000007,[2.5],0.4499999999999993
111B9C01B7A24FB1BA760C980D409019,1,False,4,0,False,-0.7,[1.0],1.7,0.3,[1.9],1.5999999999999999
111B9C01B7A24FB1BA760C980D409019,1,False,0,2,True,-0.7,[1.0],1.7,-1.1,[2.7],3.8000000000000003
119ED95CC62A49DD9EEF4B30FB69BD8D,1,True,3,1,False,0.0,"[0.0, 0.0]","[0, 0]",1.0500000000000007,"[1.2710146830115523, -1.2829203409859595]",1.68375
119ED95CC62A49DD9EEF4B30FB69BD8D,1,True,0,1,False,0.0,"[0.0, 0.0]","[0, 0]",2.0,"[1.5985467746355528, -1.3408531931031191]",2.1666666666666665
119ED95CC62A49DD9EEF4B30FB69BD8D,1,True,4,2,False,0.0,[0.0],0,-3.0,[-1.9],1.1
119ED95CC62A49DD9EEF4B30FB69BD8D,1,True,2,0,False,0.0,[0.0],0,-1.0666666666666669,[-0.4000000000000003],0.6666666666666665
119ED95CC62A49DD9EEF4B30FB69BD8D,1,True,1,2,False,0.0,[0.0],0,0.0,[1],1.0
119ED95CC62A49DD9EEF4B30FB69BD8D,1,True,5,0,False,0.0,[0.0],0,1.0,[-2.5],3.5
11B81F6446A94E08AF28E72C4D9FD008,1,False,4,1,False,0.3,"[0.3, -0.2]","[0.0, 0.5]",1.0,"[-0.36443817765098263, 2.0783027869380835]",1.6666666666666667
11B81F6446A94E08AF28E72C4D9FD008,1,False,5,1,False,0.3,"[0.3, -0.2]","[0.0, 0.5]",-0.9,"[-2.59453787965333, 1.2612781500476604]",1.635
11B81F6446A94E08AF28E72C4D9FD008,1,False,3,0,False,0.3,[0.3],0.0,0.5,[0.1999999999999993],0.3000000000000007
11B81F6446A94E08AF28E72C4D9FD008,1,False,2,2,False,0.3,[-0.2],0.5,2.0,[2.8],0.7999999999999998
11B81F6446A94E08AF28E72C4D9FD008,1,False,1,0,False,0.3,[0.3],0.0,1.0,[2.6],1.6
11B81F6446A94E08AF28E72C4D9FD008,1,False,0,2,False,0.3,[-0.2],0.5,2.0,[0.9],1.1
136F7678AE57410B98A1407A7558193A,1,False,1,1,True,2.0,"[-1.0, -0.9]","[3, 2.9]",-3.0,"[2.660076756811266, 2.7929545951943178]",3.0
136F7678AE57410B98A1407A7558193A,1,False,5,0,True,2.0,[-1.0],3,1.0,[1.9],0.8999999999999999
136F7678AE57410B98A1407A7558193A,1,False,0,0,True,2.0,[-1.0],3,0.0,[1.7],1.7
136F7678AE57410B98A1407A7558193A,1,False,4,2,True,2.0,[-0.9],2.9,-3.0,[2.2],5.2
136F7678AE57410B98A1407A7558193A,1,False,3,2,True,2.0,[-0.9],2.9,0.0,[0.09999999999999964],0.09999999999999964
136F7678AE57410B98A1407A7558193A,1,False,2,1,True,2.0,"[-1.0, -0.9]","[3, 2.9]",2.0,"[-1.5900820217393339, -0.2529972683396764]",2.1666666666666665
14A935C873804DC38902F3900DF28F8E,1,False,3,1,False,-2.0,"[0.0, 0.6]","[2, 2.6]",2.0,"[0.053535762116193375, 1.7770484940948164]",2.1666666666666665
14A935C873804DC38902F3900DF28F8E,1,False,4,2,False,-2.0,[0.6],2.6,1.2,[-2.8],4.0
14A935C873804DC38902F3900DF28F8E,1,False,1,0,False,-2.0,[0.0],2,2.9,[1.9],1.0
14A935C873804DC38902F3900DF28F8E,1,False,5,0,False,-2.0,[0.0],2,2.1,[-2.4],4.5
14A935C873804DC38902F3900DF28F8E,1,False,0,1,False,-2.0,"[0.0, 0.6]","[2, 2.6]",0.3,"[0.012438370471358873, 0.7778085579581235]",1.515
14A935C873804DC38902F3900DF28F8E,1,False,2,2,False,-2.0,[0.6],2.6,1.3999999999999997,[0.7333333333333325],0.6666666666666672
14C16088DA3C4CBA8F3AB3133A82DF73,1,False,5,1,True,2.0,"[-1.1, -0.9]","[3.1, 2.9]",-2.0,"[2.3023218756248127, 2.4508609159487182]",2.1666666666666665
14C16088DA3C4CBA8F3AB3133A82DF73,1,False,0,2,True,2.0,[-0.9],2.9,1.0,[-0.9],1.9
14C16088DA3C4CBA8F3AB3133A82DF73,1,False,3,2,True,2.0,[-0.9],2.9,-1.4000000000000004,[-1.4000000000000004],0.0
14C16088DA3C4CBA8F3AB3133A82DF73,1,False,2,0,False,2.0,[-1.1],3.1,2.0,[1.2666666666666655],0.7333333333333345
14C16088DA3C4CBA8F3AB3133A82DF73,1,False,4,0,False,2.0,[-1.1],3.1,-2.1,[1.2],3.3
14C16088DA3C4CBA8F3AB3133A82DF73,1,False,1,1,True,2.0,"[-1.1, -0.9]","[3.1, 2.9]",-2.0,"[-1.8059071633665396, 0.7387631268448094]",2.1666666666666665
15C8263230854EBF89DCB88DF3696FBC,1,False,3,1,False,-0.4,"[-0.3, 0.3]","[0.10000000000000003, 0.7]",1.0,"[-2.0989783171498484, -2.8263872857186207]",1.6666666666666667
15C8263230854EBF89DCB88DF3696FBC,1,False,1,0,False,-0.4,[-0.3],0.10000000000000003,2.7,[2.7],0.0
15C8263230854EBF89DCB88DF3696FBC,1,False,5,1,False,-0.4,"[-0.3, 0.3]","[0.10000000000000003, 0.7]",2.0,"[-0.5198139585537129, -1.6226900807899725]",2.1666666666666665
15C8263230854EBF89DCB88DF3696FBC,1,False,4,2,False,-0.4,[0.3],0.7,-1.1,[-2.7],1.6
15C8263230854EBF89DCB88DF3696FBC,1,False,0,2,False,-0.4,[0.3],0.7,-0.9,[-1.1],0.20000000000000007
15C8263230854EBF89DCB88DF3696FBC,1,False,2,0,False,-0.4,[-0.3],0.10000000000000003,1.5333333333333332,[1.5333333333333332],0.0
162E3F2DB6784842857FD9209FDCA555,1,False,5,1,False,2.0,"[-0.9, 1.0]","[2.9, 1]",-2.0,"[2.0790515012449653, -0.18171845144994503]",2.1666666666666665
162E3F2DB6784842857FD9209FDCA555,1,False,4,2,False,2.0,[1.0],1,-3.0,[0],3.0
162E3F2DB6784842857FD9209FDCA555,1,False,2,1,False,2.0,"[-0.9, 1.0]","[2.9, 1]",1.9333333333333336,"[-0.5683284374230477, -1.1231782014171827]",2.1229629629629634
162E3F2DB6784842857FD9209FDCA555,1,False,3,2,False,2.0,[1.0],1,-2.0,[-1.4000000000000004],0.5999999999999996
162E3F2DB6784842857FD9209FDCA555,1,False,1,0,True,2.0,[-0.9],2.9,-1.0,[0.9],1.9
162E3F2DB6784842857FD9209FDCA555,1,False,0,0,True,2.0,[-0.9],2.9,-3.0,[-1],2.0
1637ABF8C5934A0B88F168A470CF3862,1,False,4,1,False,-1.1,"[-1.6, 0.1]","[0.5, 1.2000000000000002]",1.0,"[1.332013422775483, -2.840423750961011]",1.6666666666666667
1637ABF8C5934A0B88F168A470CF3862,1,False,2,0,False,-1.1,[-1.6],0.5,0.6666666666666661,[-2.066666666666667],2.733333333333333
1637ABF8C5934A0B88F168A470CF3862,1,False,5,1,False,-1.1,"[-1.6, 0.1]","[0.5, 1.2000000000000002]",-0.7,"[-2.7098571849482553, -0.07784313664086184]",1.5816666666666668
1637ABF8C5934A0B88F168A470CF3862,1,False,3,0,False,-1.1,[-1.6],0.5,-1.4000000000000004,[-2.5999999999999996],1.1999999999999993
1637ABF8C5934A0B88F168A470CF3862,1,False,0,2,False,-1.1,[0.1],1.2000000000000002,0.4,[-0.7],1.1
1637ABF8C5934A0B88F168A470CF3862,1,False,1,2,False,-1.1,[0.1],1.2000000000000002,-1.3,[1.8],3.1
16872CFD9F1D46C688288D9FC584C3B3,1,False,4,1,False,-0.4,"[-0.4, 0.3]","[0.0, 0.7]",1.0,"[1.1102117949942771, 1.973280568747244]",1.6666666666666667
16872CFD9F1D46C688288D9FC584C3B3,1,False,0,0,False,-0.4,[-0.4],0.0,-1.6,[-0.6],1.0
16872CFD9F1D46C688288D9FC584C3B3,1,False,3,2,False,-0.4,[0.3],0.7,-1.0,[1.6999999999999993],2.6999999999999993
16872CFD9F1D46C688288D9FC584C3B3,1,False,5,0,False,-0.4,[-0.4],0.0,0.5,[-2],2.5
16872CFD9F1D46C688288D9FC584C3B3,1,False,2,1,False,-0.4,"[-0.4, 0.3]","[0.0, 0.7]",1.1333333333333329,"[2.514084962565427, -2.3059811585121475]",1.7140740740740739
16872CFD9F1D46C688288D9FC584C3B3,1,False,1,2,False,-0.4,[0.3],0.7,1.9,[0.4],1.5
176175CB71BE4F899BC90A1854018057,1,False,5,1,False,2.0,"[-1.0, -1.0]","[3, 3]",-0.9,"[-2.9691954210820746, 0.16607214542515525]",1.635
176175CB71BE4F899BC90A1854018057,1,False,4,0,False,2.0,[-1.0],3,-3.0,[-1.7],1.3
176175CB71BE4F899BC90A1854018057,1,False,2,2,False,2.0,[-1.0],3,3.0,[2.666666666666666],0.3333333333333339
176175CB71BE4F899BC90A1854018057,1,False,1,0,False,2.0,[-1.0],3,-3.0,[-1.5],1.5
176175CB71BE4F899BC90A1854018057,1,False,0,1,False,2.0,"[-1.0, -1.0]","[3, 3]",3.0,"[-0.8667571258373634, 1.1190059563193513]",3.0
176175CB71BE4F899BC90A1854018057,1,False,3,2,False,2.0,[-1.0],3,3.0,[-2.1500000000000004],5.15
17B34D2DB344465A80C2901BFC147EF1,1,False,1,1,False,-1.0,"[-0.5, 0.9]","[0.5, 1.9]",1.1,"[2.9485276924419477, 0.5944058796082814]",1.7016666666666669
17B34D2DB344465A80C2901BFC147EF1,1,False,3,0,True,-1.0,[-0.5],0.5,2.0500000000000007,[0.6500000000000004],1.4000000000000004
17B34D2DB344465A80C2901BFC147EF1,1,False,2,2,False,-1.0,[0.9],1.9,0.9333333333333336,[-0.9333333333333336],1.8666666666666671
17B34D2DB344465A80C2901BFC147EF1,1,False,4,1,False,-1.0,"[-0.5, 0.9]","[0.5, 1.9]",-1.8,"[-2.0789395811236906, -1.0432113023309955]",2.04
